CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
4316907;ITAARA;4310538;SANTA MARIA;RS;;
4310553;ITACURUBI;4310553;ITACURUBI;RS;;
4301404;ITAPUCA;4310579;ARVOREZINHA;RS;;
4310603;ITAQUI;4310603;ITAQUI;RS;;
4321436;ITATI;4310652;TERRA DE AREIA;RS;;
4307005;ITATIBA DO SUL;4310702;ERECHIM;RS;;
4308003;IVORA;4310751;FAXINAL DO SOTURNO;RS;;
4310801;IVOTI;4310801;IVOTI;RS;;
4310850;JABOTICABA;4310850;JABOTICABA;RS;;
4316451;JACUIZINHO;4310876;SALTO DO JACUI;RS;;
4310900;JACUTINGA;4310900;JACUTINGA;RS;;
4311007;JAGUARAO;4311007;JAGUARAO;RS;;
4311106;JAGUARI;4311106;JAGUARI;RS;;
4311122;JAQUIRANA;4311122;JAQUIRANA;RS;;
4322202;JARI;4311130;TUPANCIRETA;RS;;
4311155;JOIA;4311155;JOIA;RS;;
4311205;JULIO DE CASTILHOS;4311205;JULIO DE CASTILHOS;RS;;
4321006;LAG DOS TRES CANTOS;4311270;TAPERA;RS;;
4313706;LAGEADO DO BUGRE;4311429;PALMEIRA DAS MISSOES;RS;;
4320701;LAGOA BONITA DO SUL;4311239;SOBRADINHO;RS;;
4311304;LAGOA VERMELHA;4311304;LAGOA VERMELHA;RS;;
4320701;LAGOAO;4311254;SOBRADINHO;RS;;
4311403;LAJEADO;4311403;LAJEADO;RS;;
4311502;LAVRAS DO SUL;4311502;LAVRAS DO SUL;RS;;
4311601;LIBERATO SALZANO;4311601;LIBERATO SALZANO;RS;;
4310801;LINDOLFO COLLOR;4311627;IVOTI;RS;;
4308102;LINHA NOVA;4311643;FELIZ;RS;;
4310603;MACAMBARA;4311718;ITAQUI;RS;;
4311700;MACHADINHO;4311700;MACHADINHO;RS;;
4321501;MAMPITUBA;4311734;TORRES;RS;;
4311759;MANOEL VIANA;4311759;MANOEL VIANA;RS;;
4311775;MAQUINE;4311775;MAQUINE;RS;;
4302659;MARATA;4311791;BROCHIER;RS;;
4311809;MARAU;4311809;MARAU;RS;;
4311908;MARCELINO RAMOS;4311908;MARCELINO RAMOS;RS;;
4301909;MARIANA PIMENTEL;4311981;BARRA DO RIBEIRO;RS;;
4308706;MARIANO MORO;4312005;GAURAMA ;RS;;
4311403;MARQUES DE SOUZA;4312054;LAJEADO;RS;;
4312104;MATA;4312104;MATA;RS;;
4314100;MATO CASTELHANO;4312138;PASSO FUNDO;RS;;
4322608;MATO LEITAO;4312153;VENANCIO AIRES;RS;;
4303301;MATO QUEIMADO;4312179;CAIBATE;RS;;
4312203;MAXIMILIANO DE ALMEIDA;4312203;MAXIMILIANO DE ALMEIDA;RS;;
4312252;MINAS DO LEAO;4312252;MINAS DO LEAO;RS;;
4312302;MIRAGUAI;4312302;MIRAGUAI;RS;;
4309407;MONTAURI;4312351;GUAPORE;RS;;
4322509;MONTE ALEGRE DOS CPO;4312377;VACARIA;RS;;
4302105;MONTE BELO DO SUL;4312385;BENTO GONCALVES;RS;;
4312401;MONTENEGRO;4312401;MONTENEGRO;RS;;
4312427;MORMACO;4312427;MORMACO;RS;;
4321501;MORRINHOS DO SUL;4312443;TORRES;RS;;
4314407;MORRO REDONDO;4312450;PELOTAS;RS;;
4306403;MORRO REUTER;4312476;DOIS IRMAOS;RS;;
4312500;MOSTARDAS;4312500;MOSTARDAS;RS;;
4312609;MUCUM;4312609;MUCUM;RS;;
4322509;MUITOS CAPOES;4312617;VACARIA;RS;;
4305504;MULITERNO;4312625;CIRIACO;RS;;
4312658;NAO ME TOQUE;4312658;NAO ME TOQUE;RS;;
4311809;NICOLAU VERGUEIRO;4312674;MARAU;RS;;
4312708;NONOAI;4312708;NONOAI;RS;;
4311809;NOVA ALVORADA;4312757;MARAU;RS;;
4312807;NOVA ARACA;4312807;NOVA ARACA;RS;;
4312906;NOVA BASSANO;4312906;NOVA BASSANO;RS;;
4320107;NOVA BOA VISTA;4312955;SARANDI;RS;;
4301008;NOVA BRESCIA;4313003;ARROIO DO MEIO;RS;;
4302204;NOVA CANDELARIA;4313011;BOA VISTA DO BURICA;RS;;
4311106;NOVA ESPERANCA SUL;4313037;JAGUARI;RS;;
4319802;NOVA HARTZ;4313060;SAO VICENTE DO SUL;RS;;
4313086;NOVA PADUA;4313086;NOVA PADUA;RS;;
4308003;NOVA PALMA;4313102;FAXINAL DO SOTURNO;RS;;
4313201;NOVA PETROPOLIS;4313201;NOVA PETROPOLIS;RS;;
4313300;NOVA PRATA;4313300;NOVA PRATA;RS;;
4300208;NOVA RAMADA;4313334;AJURICABA;RS;;
4313359;NOVA ROMA DO SUL;4313359;NOVA ROMA DO SUL;RS;;
4313375;NOVA SANTA RITA;4313375;NOVA SANTA RITA;RS;;
4313706;NOVO BARREIRO;4313490;PALMEIRA DAS MISSOES;RS;;
4303004;NOVO CABRAIS;4313391;CACHOEIRA DO SUL;RS;;
4313409;NOVO HAMBURGO;4313409;NOVO HAMBURGO;RS;;
4322103;NOVO MACHADO;4313425;TUCUNDUVA;RS;;
4315909;NOVO TIRADENTES;4313441;RODEIO BONITO;RS;;
4305801;NOVO XINGU;4313466;CONSTANTINA;RS;;
4313508;OSORIO;4313508;OSORIO;RS;;
4313607;PAIM FILHO;4313607;PAIM FILHO;RS;;
4313656;PALMARES DO SUL;4313656;PALMARES DO SUL;RS;;
4313706;PALMEIRA DAS MISSOES;4313706;PALMEIRA DAS MISSOES;RS;;
4313805;PALMITINHO;4313805;PALMITINHO;RS;;
4313904;PANAMBI;4313904;PANAMBI;RS;;
4313953;PANTANO GRANDE;4313953;PANTANO GRANDE;RS;;
4314001;PARAI;4314001;PARAI;RS;;
4300109;PARAISO DO SUL;4314027;AGUDO;RS;;
4312401;PARECI NOVO;4314035;MONTENEGRO;RS;;
4314050;PAROBE;4314050;PAROBE;RS;;
4320701;PASSA SETE;4314068;SOBRADINHO;RS;;
4314076;PASSO DO SOBRADO;4314076;PASSO DO SOBRADO;RS;;
4314100;PASSO FUNDO;4314100;PASSO FUNDO;RS;;
4307005;PAULO BENTO;4314134;ERECHIM;RS;;
4321451;PAVERAMA;4314159;TEUTONIA;RS;;
4314506;PEDRAS ALTAS;4314175;PINHEIRO MACHADO;RS;;
4314209;PEDRO OSORIO;4314209;PEDRO OSORIO;RS;;
4314308;PEJUCARA;4314308;PEJUCARA;RS;;
4314407;PELOTAS;4314407;PELOTAS;RS;;
4314423;PICADA CAFE;4314423;PICADA CAFE;RS;;
4315909;PINHAL;4314456;RODEIO BONITO;RS;;
4307401;PINHAL DA SERRA;4314464;ESMERALDA;RS;;
4311205;PINHAL GRANDE;4314472;JULIO DE CASTILHOS;RS;;
4313805;PINHEIRINHO DO VALE;4314498;PALMITINHO;RS;;
4314506;PINHEIRO MACHADO;4314506;PINHEIRO MACHADO;RS;;
4302105;PINTO BANDEIRA;4314548;BENTO GONCALVES;RS;;
4319208;PIRAPO;4314555;SAO NICOLAU;RS;;
4314605;PIRATINI;4314605;PIRATINI;RS;;
4314704;PLANALTO;4314704;PLANALTO;RS;;
4321451;POCO DAS ANTAS;4314753;TEUTONIA;RS;;
4314100;PONTAO;4314779;PASSO FUNDO;RS;;
4310900;PONTE PRETA;4314787;JACUTINGA;RS;;
4314803;PORTAO;4314803;PORTAO;RS;;
4314902;PORTO ALEGRE;4314902;PORTO ALEGRE;RS;;
4315008;PORTO LUCENA;4315008;PORTO LUCENA;RS;;
4322301;PORTO MAUA;4315057;TUPARENDI;RS;;
4315008;PORTO VERA CRUZ;4315073;PORTO LUCENA;RS;;
4315107;PORTO XAVIER;4315107;PORTO XAVIER;RS;;
4301008;POUSO NOVO;4315131;ARROIO DO MEIO;RS;;
4310801;PRESIDENTE LUCENA;4315149;IVOTI;RS;;
4315156;PROGRESSO;4315156;PROGRESSO;RS;;
4313300;PROTASIO ALVES;4315172;NOVA PRATA;RS;;
4315206;PUTINGA;4315206;PUTINGA;RS;;
4315305;QUARAI;4315305;QUARAI;RS;;
4307005;QUATRO IRMAOS;4315313;ERECHIM;RS;;
4319406;QUEVEDOS;4315321;SAO PEDRO DO SUL;RS;;
4315354;QUINZE DE NOVEMBRO;4315354;QUINZE DE NOVEMBRO;RS;;
4315404;REDENTORA;4315404;REDENTORA;RS;;
4315453;RELVADO;4315453;RELVADO;RS;;
4315503;RESTINGA SECA;4315503;RESTINGA SECA;RS;;
4312708;RIO DOS INDIOS;4315552;NONOAI;RS;;
4315602;RIO GRANDE;4315602;RIO GRANDE;RS;;
4315701;RIO PARDO;4315701;RIO PARDO;RS;;
4316006;RIOZINHO;4315750;ROLANTE;RS;;
4315800;ROCA SALES;4315800;ROCA SALES;RS;;
4315909;RODEIO BONITO;4315909;RODEIO BONITO;RS;;
4316006;ROLANTE;4316006;ROLANTE;RS;;
4316105;RONDA ALTA;4316105;RONDA ALTA;RS;;
4316204;RONDINHA;4316204;RONDINHA;RS;;
4316303;ROQUE GONZALES;4316303;ROQUE GONZALES;RS;;
4316402;ROSARIO DO SUL;4316402;ROSARIO DO SUL;RS;;
4302303;S JOSE DOS AUSENTES;4318622;BOM JESUS;RS;;
4319505;S. JOSE DO HORTENCIO;4318481;SAO SEBASTIAO DO CAI;RS;;
4313706;S. PEDRO DAS MISSOES;4319364;PALMEIRA DAS MISSOES;RS;;
4313706;SAGRADA FAMILIA;4316428;PALMEIRA DAS MISSOES;RS;;
4316709;SALDANHA MARINHO;4316436;SANTA BARBARA DO SUL;RS;;
4316451;SALTO DO JACUI;4316451;SALTO DO JACUI;RS;;
4305207;SALVADOR DAS MISSOES;4316477;CERRO LARGO;RS;;
4312401;SALVADOR DO SUL;4316501;MONTENEGRO;RS;;
4316600;SANANDUVA;4316600;SANANDUVA;RS;;
4316709;SANTA BARBARA DO SUL;4316709;SANTA BARBARA DO SUL;RS;;
4320909;SANTA CECILIA DO SUL;4316733;TAPEJARA;RS;;
4316758;SANTA CLARA DO SUL;4316758;SANTA CLARA DO SUL;RS;;
4316808;SANTA CRUZ DO SUL;4316808;SANTA CRUZ DO SUL;RS;;
4316907;SANTA MARIA;4316907;SANTA MARIA;RS;;
4316956;SANTA MARIA DO HERVAL;4316956;SANTA MARIA DO HERVAL;RS;;
4317202;SANTA ROSA;4317202;SANTA ROSA;RS;;
4302105;SANTA TERESA;4317251;BENTO GONCALVES;RS;;
4317301;SANTA VITORIA DO PALMAR;4317301;SANTA VITORIA DO PALMAR;RS;;
4317004;SANTANA DA BOA VISTA;4317004;SANTANA DA BOA VISTA;RS;;
4317103;SANTANA DO LIVRAMENTO;4317103;SANTANA DO LIVRAMENTO;RS;;
4317400;SANTIAGO;4317400;SANTIAGO;RS;;
4317509;SANTO ANGELO;4317509;SANTO ANGELO;RS;;
4317608;SANTO ANTONIO DA PATRULHA;4317608;SANTO ANTONIO DA PATRULHA;RS;;
4317707;SANTO ANTONIO DAS MISSOES;4317707;SANTO ANTONIO DAS MISSOES;RS;;
4317806;SANTO AUGUSTO;4317806;SANTO AUGUSTO;RS;;
4317905;SANTO CRISTO;4317905;SANTO CRISTO;RS;;
4318002;SAO BORJA;4318002;SAO BORJA;RS;;
4318051;SAO DOMINGOS DO SUL;4318051;SAO DOMINGOS DO SUL;RS;;
4318101;SAO FRANCISCO DE ASSIS;4318101;SAO FRANCISCO DE ASSIS;RS;;
4318200;SAO FRANCISCO DE PAULA;4318200;SAO FRANCISCO DE PAULA;RS;;
4318309;SAO GABRIEL;4318309;SAO GABRIEL;RS;;
4318408;SAO JERONIMO;4318408;SAO JERONIMO;RS;;
4318424;SAO JOAO DA URTIGA;4318424;SAO JOAO DA URTIGA;RS;;
4308003;SAO JOAO DO POLESINE;4318432;FAXINAL DO SOTURNO;RS;;
4313300;SAO JORGE;4318440;NOVA PRATA;RS;;
4313706;SAO JOSE DAS MISSOES;4318457;PALMEIRA DAS MISSOES;RS;;
4320800;SAO JOSE DO HERVAL;4318465;SOLEDADE;RS;;
4318499;SAO JOSE DO INHACORA;4318499;SAO JOSE DO INHACORA;RS;;
4318507;SAO JOSE DO NORTE;4318507;SAO JOSE DO NORTE;RS;;
4318606;SAO JOSE DO OURO;4318606;SAO JOSE DO OURO;RS;;
4312401;SAO JOSE DO SUL;4318614;MONTENEGRO;RS;;
4318705;SAO LEOPOLDO;4318705;SAO LEOPOLDO;RS;;
4318804;SAO LOURENCO DO SUL;4318804;SAO LOURENCO DO SUL;RS;;
4318903;SAO LUIZ GONZAGA;4318903;SAO LUIZ GONZAGA;RS;;
4319000;SAO MARCOS;4319000;SAO MARCOS;RS;;
4319109;SAO MARTINHO;4319109;SAO MARTINHO;RS;;
4316907;SAO MARTINHO D SERRA;4319125;SANTA MARIA;RS;;
4319158;SAO MIGUEL DAS MISSOES;4319158;SAO MIGUEL DAS MISSOES;RS;;
4319208;SAO NICOLAU;4319208;SAO NICOLAU;RS;;
4319307;SAO PAULO DAS MISSOES;4319307;SAO PAULO DAS MISSOES;RS;;
4312401;SAO PEDRO DA SERRA;4319356;MONTENEGRO;RS;;
4305207;SAO PEDRO DO BUTIA;4319372;CERRO LARGO;RS;;
4319406;SAO PEDRO DO SUL;4319406;SAO PEDRO DO SUL;RS;;
4319505;SAO SEBASTIAO DO CAI;4319505;SAO SEBASTIAO DO CAI;RS;;
4319604;SAO SEPE;4319604;SAO SEPE;RS;;
4319703;SAO VALENTIM;4319703;SAO VALENTIM;RS;;
4309407;SAO VALENTIM DO SUL;4319711;GUAPORE;RS;;
4317806;SAO VALERIO DO SUL;4319737;SANTO AUGUSTO;RS;;
4308102;SAO VENDELINO;4319752;FELIZ;RS;;
4319802;SAO VICENTE DO SUL;4319802;SAO VICENTE DO SUL;RS;;
4319901;SAPIRANGA;4319901;SAPIRANGA;RS;;
4320008;SAPUCAIA DO SUL;4320008;SAPUCAIA DO SUL;RS;;
4320107;SARANDI;4320107;SARANDI;RS;;
4320206;SEBERI;4320206;SEBERI;RS;;
4320230;SEDE NOVA;4320230;SEDE NOVA;RS;;
4320263;SEGREDO;4320263;SEGREDO;RS;;
4320305;SELBACH;4320305;SELBACH;RS;;
4309001;SEN. SALGADO FILHO;4320321;GIRUA;RS;;
4321105;SENTINELA DO SUL;4320354;TAPES;RS;;
4320404;SERAFINA CORREA;4320404;SERAFINA CORREA;RS;;
4311403;SERIO;4320453;LAJEADO;RS;;
4320503;SERTAO;4320503;SERTAO;RS;;
4301909;SERTAO SANTANA;4320552;BARRA DO RIBEIRO;RS;;
4309506;SETE DE SETEMBRO;4320578;GUARANI DAS MISSOES;RS;;
4308706;SEVERINO ALMEIDA;4320602;GAURAMA ;RS;;
4320651;SILVEIRA MARTINS;4320651;SILVEIRA MARTINS;RS;;
4316808;SINIMBU;4320677;SANTA CRUZ DO SUL;RS;;
4320701;SOBRADINHO;4320701;SOBRADINHO;RS;;
4320800;SOLEDADE;4320800;SOLEDADE;RS;;
4318309;STA MARGARIDA DO SUL;4316972;SAO GABRIEL;RS;;
4304705;STO ANT. DO PLANALTO;4317756;CARAZINHO;RS;;
4304903;STO ANTONIO DO PALMA;4317558;CASCA;RS;;
4317954;STO EXPEDITO DO SUL;4317954;STO EXPEDITO DO SUL;RS;;
4320859;TABAI;4320859;TABAI;RS;;
4320909;TAPEJARA;4320909;TAPEJARA;RS;;
4321006;TAPERA;4321006;TAPERA;RS;;
4321105;TAPES;4321105;TAPES;RS;;
4321204;TAQUARA;4321204;TAQUARA;RS;;
4321303;TAQUARI;4321303;TAQUARI;RS;;
4308508;TAQUARUCU DO SUL;4321329;FREDERICO WESTPHALEN;RS;;
4312500;TAVARES;4321352;MOSTARDAS;RS;;
4321402;TENENTE PORTELA;4321402;TENENTE PORTELA;RS;;
4321436;TERRA DE AREIA;4321436;TERRA DE AREIA;RS;;
4321451;TEUTONIA;4321451;TEUTONIA;RS;;
4323200;TIO HUGO;4321469;VICTOR GRAEFF;RS;;
4321477;TIRADENTES DO SUL;4321477;TIRADENTES DO SUL;RS;;
4319406;TOROPI;4321493;SAO PEDRO DO SUL;RS;;
4321501;TORRES;4321501;TORRES;RS;;
4321600;TRAMANDAI;4321600;TRAMANDAI;RS;;
4301008;TRAVESSEIROS;4321626;ARROIO DO MEIO;RS;;
4307005;TRES ARROIOS;4321634;ERECHIM;RS;;
4321667;TRES CACHOEIRAS;4321667;TRES CACHOEIRAS;RS;;
4321709;TRES COROAS;4321709;TRES COROAS;RS;;
4321808;TRES DE MAIO;4321808;TRES DE MAIO;RS;;
4321501;TRES FORQUILHAS;4321832;TORRES;RS;;
4316105;TRES PALMEIRAS;4321857;RONDA ALTA;RS;;
4321907;TRES PASSOS;4321907;TRES PASSOS;RS;;
4321956;TRINDADE DO SUL;4321956;TRINDADE DO SUL;RS;;
4322004;TRIUNFO;4322004;TRIUNFO;RS;;
4322103;TUCUNDUVA;4322103;TUCUNDUVA;RS;;
4322152;TUNAS;4322152;TUNAS;RS;;
4318606;TUPANCI DO SUL;4322186;SAO JOSE DO OURO;RS;;
4322202;TUPANCIRETA;4322202;TUPANCIRETA;RS;;
4322251;TUPANDI;4322251;TUPANDI;RS;;
4322301;TUPARENDI;4322301;TUPARENDI;RS;;
4314407;TURUCU;4322327;PELOTAS;RS;;
4305207;UBIRETAMA;4322343;CERRO LARGO;RS;;
4309407;UNIAO DA SERRA;4322350;GUAPORE;RS;;
4317400;UNISTALDA;4322376;SANTIAGO;RS;;
4322400;URUGUAIANA;4322400;URUGUAIANA;RS;;
4322509;VACARIA;4322509;VACARIA;RS;;
4322533;VALE DO SOL;4322533;VALE DO SOL;RS;;
4308102;VALE REAL;4322541;FELIZ;RS;;
4308805;VALE VERDE;4322525;GENERAL CAMARA;RS;;
4304903;VANINI;4322558;CASCA;RS;;
4322608;VENANCIO AIRES;4322608;VENANCIO AIRES;RS;;
4322707;VERA CRUZ;4322707;VERA CRUZ;RS;;
4322806;VERANOPOLIS;4322806;VERANOPOLIS;RS;;
4306809;VESPASIANO CORREA;4322855;ENCANTADO;RS;;
4308706;VIADUTOS;4322905;GAURAMA ;RS;;
4323002;VIAMAO;4323002;VIAMAO;RS;;
4323101;VICENTE DUTRA;4323101;VICENTE DUTRA;RS;;
4323200;VICTOR GRAEFF;4323200;VICTOR GRAEFF;RS;;
4323309;VILA FLORES;4323309;VILA FLORES;RS;;
4320909;VILA LANGARO;4323358;TAPEJARA;RS;;
4323408;VILA MARIA;4323408;VILA MARIA;RS;;
4323457;VILA NOVA DO SUL;4323457;VILA NOVA DO SUL;RS;;
4308508;VISTA ALEGRE;4323507;FREDERICO WESTPHALEN;RS;;
4313300;VISTA ALEGRE D PRATA;4323606;NOVA PRATA;RS;;
4321402;VISTA GAUCHA;4323705;TENENTE PORTELA ;RS;;
4306932;VITORIA DAS MISSOES;4323754;ENTRE;RS;;
4321451;WESTFALIA;4323770;TEUTONIA;RS;;
4323804;XANGRI-LA;4323804;XANGRI-LA;RS;;
4201000;ABDON BATISTA;4200051;ANITA GARIBALDI;SC;;
4200101;ABELARDO LUZ;4200101;ABELARDO LUZ;SC;;
4218608;AGROLANDIA;4200200;TROMBUDO CENTRAL;SC;;
4214805;AGRONOMICA;4200309;RIO DO SUL;SC;;
4209003;AGUA DOCE;4200408;JOACABA;SC;;
4216008;AGUAS DE CHAPECO;4200507;SAO CARLOS SC;SC;;
4204400;AGUAS FRIAS;4200556;CORONEL FREITAS;SC;;
4215703;AGUAS MORNAS;4200606;STO AMARO IMPERATRIZ;SC;;
4202602;ALFREDO WAGNER;4200705;BOM RETIRO;SC;;
4204301;ALTO BELA VISTA;4200754;CONCORDIA;SC;;
4200804;ANCHIETA;4200804;ANCHIETA;SC;;
4215703;ANGELINA;4200903;STO AMARO IMPERATRIZ;SC;;
4201000;ANITA GARIBALDI;4201000;ANITA GARIBALDI;SC;;
4215703;ANITAPOLIS;4201109;STO AMARO IMPERATRIZ;SC;;
4202305;ANTONIO CARLOS;4201208;BIGUACU;SC;;
4201703;APIUNA;4201257;ASCURRA;SC;;
4207700;ARABUTA;4201273;IPUMIRIM;SC;;
4201307;ARAQUARI;4201307;ARAQUARI;SC;;
4201406;ARARANGUA;4201406;ARARANGUA;SC;;
4201505;ARMAZEM;4201505;ARMAZEM;SC;;
4219309;ARROIO TRINTA;4201604;VIDEIRA;SC;;
4217501;ARVOREDO;4201653;SEARA;SC;;
4201703;ASCURRA;4201703;ASCURRA;SC;;
4208500;ATALANTA;4201802;ITUPORANGA;SC;;
4214805;AURORA;4201901;RIO DO SUL;SC;;
4201406;BALN ARROIO DO SILVA;4201950;ARARANGUA;SC;;
4201307;BALN BARRA DO SUL;4202057;ARAQUARI;SC;;
4202008;BALNEARIO CAMBORIU;4202008;BALNEARIO CAMBORIU;SC;;
4217709;BALNEARIO GAIVOTA;4202073;SOMBRIO;SC;;
4212809;BALNEARIO PICARRAS;4212809;BALNEARIO PICARRAS;SC;;
4207007;BALNEARIO RINCAO;4220000;ICARA;SC;;
4217204;BANDEIRANTES;4202081;SAO MIGUEL DO OESTE;SC;;
4217204;BARRA BONITA;4202099;SAO MIGUEL DO OESTE;SC;;
4202107;BARRA VELHA;4202107;BARRA VELHA;SC;;
4203808;BELA VISTA DO TOLDO;4202131;CANOINHAS;SC;;
4204905;BELMONTE;4202156;DESCANSO;SC;;
4218202;BENEDITO NOVO;4202206;TIMBO;SC;;
4202305;BIGUACU;4202305;BIGUACU;SC;;
4202404;BLUMENAU;4202404;BLUMENAU;SC;;
4209300;BOCAINA DO SUL;4202438;LAGES;SC;;
4216503;BOM JARDIM DA SERRA;4202503;SAO JOAQUIM;SC;;
4219507;BOM JESUS;4202537;XANXERE;SC;;
4210902;BOM JESUS DO OESTE;4202578;MODELO;SC;;
4202602;BOM RETIRO;4202602;BOM RETIRO;SC;;
4213500;BOMBINHAS;4202453;PORTO BELO;SC;;
4202909;BOTUVERA;4202701;BRUSQUE;SC;;
4202800;BRACO DO NORTE;4202800;BRACO DO NORTE;SC;;
4218608;BRACO DO TROMBUDO;4202859;TROMBUDO CENTRAL;SC;;
4203600;BRUNOPOLIS;4202875;CAMPOS NOVOS;SC;;
4202909;BRUSQUE;4202909;BRUSQUE;SC;;
4203006;CACADOR;4203006;CACADOR;SC;;
4212106;CAIBI;4203105;PALMITOS;SC;;
4203006;CALMON;4203154;CACADOR;SC;;
4203204;CAMBORIU;4203204;CAMBORIU;SC;;
4215802;CAMPO ALEGRE;4203303;SAO BENTO DO SUL;SC;;
4203402;CAMPO BELO DO SUL;4203402;CAMPO BELO DO SUL;SC;;
4203501;CAMPO ERE;4203501;CAMPO ERE;SC;;
4203600;CAMPOS NOVOS;4203600;CAMPOS NOVOS;SC;;
4218004;CANELINHA;4203709;TIJUCAS;SC;;
4203808;CANOINHAS;4203808;CANOINHAS;SC;;
4203402;CAPAO ALTO;4203253;CAMPO BELO DO SUL;SC;;
4203907;CAPINZAL;4203907;CAPINZAL;SC;;
4203956;CAPIVARI DE BAIXO;4203956;CAPIVARI DE BAIXO;SC;;
4204004;CATANDUVAS;4204004;CATANDUVAS;SC;;
4204202;CAXAMBU DO SUL;4204103;CHAPECO;SC;;
4201000;CELSO RAMOS;4204152;ANITA GARIBALDI;SC;;
4203402;CERRO NEGRO;4204178;CAMPO BELO DO SUL;SC;;
4208500;CHAPEADAO DO LAGEADO;4204194;ITUPORANGA;SC;;
4204202;CHAPECO;4204202;CHAPECO;SC;;
4219002;COCAL DO SUL;4204251;URUSSANGA;SC;;
4204301;CONCORDIA;4204301;CONCORDIA;SC;;
4204202;CORDILHEIRA ALTA;4204350;CHAPECO;SC;;
4204400;CORONEL FREITAS;4204400;CORONEL FREITAS;SC;;
4216107;CORONEL MARTINS;4204459;SAO DOMINGOS SC;SC;;
4204558;CORREIA PINTO;4204558;CORREIA PINTO;SC;;
4208906;CORUPA;4204509;JARAGUA DO SUL;SC;;
4204608;CRICIUMA;4204608;CRICIUMA;SC;;
4204707;CUNHA PORA;4204707;CUNHA PORA;SC;;
4216008;CUNHATAI;4204756;SAO CARLOS SC;SC;;
4204806;CURITIBANOS;4204806;CURITIBANOS;SC;;
4204905;DESCANSO;4204905;DESCANSO;SC;;
4205001;DIONISIO CERQUEIRA;4205001;DIONISIO CERQUEIRA;SC;;
4214003;DONA EMMA;4205100;PRESIDENTE GETULIO;SC;;
4218202;DOUTOR PEDRINHO;4205159;TIMBO;SC;;
4219705;ENTRE RIOS;4205175;XAXIM;SC;;
4218806;ERMO;4205191;TURVO SC;SC;;
4206702;ERVAL VELHO;4205209;HERVAL D'OESTE;SC;;
4219507;FAXINAL DOS GUEDES;4205308;XANXERE;SC;;
4210506;FLOR DO SERTAO;4205357;MARAVILHA SC;SC;;
4205407;FLORIANOPOLIS;4205407;FLORIANOPOLIS;SC;;
4214201;FORMOSA DO SUL;4205431;QUILOMBO;SC;;
4205456;FORQUILHINHA;4205456;FORQUILHINHA;SC;;
4205506;FRAIBURGO;4205506;FRAIBURGO;SC;;
4204806;FREI ROGERIO;4205555;CURITIBANOS;SC;;
4216107;GALVAO;4205605;SAO DOMINGOS SC;SC;;
4205704;GAROPABA;4205704;GAROPABA;SC;;
4205803;GARUVA;4205803;GARUVA;SC;;
4205902;GASPAR;4205902;GASPAR;SC;;
4202305;GOV. CELSO RAMOS;4206009;BIGUACU;SC;;
4202800;GRAO PARA;4206108;BRACO DO NORTE;SC;;
4201505;GRAVATAL;4206207;ARMAZEM;SC;;
4202909;GUABIRUBA;4206306;BRUSQUE;SC;;
4217204;GUARACIABA;4206405;SAO MIGUEL DO OESTE;SC;;
4206504;GUARAMIRIM;4206504;GUARAMIRIM;SC;;
4216701;GUARUJA DO SUL;4206603;SAO JOSE DO CEDRO;SC;;
4204202;GUATAMBU;4206652;CHAPECO;SC;;
4206702;HERVAL D'OESTE;4206702;HERVAL D'OESTE;SC;;
4217907;IBIAM;4206751;TANGARA SC;SC;;
4209003;IBICARE;4206801;JOACABA;SC;;
4206900;IBIRAMA;4206900;IBIRAMA;SC;;
4207007;ICARA;4207007;ICARA;SC;;
4205902;ILHOTA;4207106;GASPAR;SC;;
4207205;IMARUI;4207205;IMARUI;SC;;
4207304;IMBITUBA;4207304;IMBITUBA;SC;;
4208500;IMBUIA;4207403;ITUPORANGA;SC;;
4207502;INDAIAL;4207502;INDAIAL;SC;;
4219309;IOMERE;4207577;VIDEIRA;SC;;
4203907;IPIRA;4207601;CAPINZAL;SC;;
4211009;IPORA DO OESTE;4207650;MONDAI;SC;;
4200101;IPUACU;4207684;ABELARDO LUZ;SC;;
4207700;IPUMIRIM;4207700;IPUMIRIM;SC;;
4210506;IRACEMINHA;4207759;MARAVILHA SC;SC;;
4204301;IRANI;4207809;CONCORDIA;SC;;
4214201;IRATI;4207858;QUILOMBO;SC;;
4213609;IRINEOPOLIS;4207908;PORTO UNIAO;SC;;
4208005;ITA;4208005;ITA;SC;;
4208104;ITAIOPOLIS;4208104;ITAIOPOLIS;SC;;
4208203;ITAJAI;4208203;ITAJAI;SC;;
4208302;ITAPEMA;4208302;ITAPEMA;SC;;
4208401;ITAPIRANGA;4208401;ITAPIRANGA;SC;;
4208450;ITAPOA;4208450;ITAPOA;SC;;
4208500;ITUPORANGA;4208500;ITUPORANGA;SC;;
4204004;JABORA;4208609;CATANDUVAS;SC;;
4218806;JACINTO MACHADO;4208708;TURVO SC;SC;;
4208807;JAGUARUNA;4208807;JAGUARUNA;SC;;
4208906;JARAGUA DO SUL;4208906;JARAGUA DO SUL;SC;;
4204400;JARDINOPOLIS;4208955;CORONEL FREITAS;SC;;
4209003;JOACABA;4209003;JOACABA;SC;;
4209102;JOINVILLE;4209102;JOINVILLE;SC;;
